time_s,positive_V,negative_V,differential_V,commonMode_V,ground_V,returnCurrent_A,deltaDifferential_V,deltaCommonMode_V
0,1.91846963926173,3.00994624821451,-1.09147660895278,2.46420794373812,-8.5586069090704e-06,-0.000342344276336891,6.66133814775094e-16,-4.44089209850063e-16
2.5e-10,1.91846963926173,3.00994624821451,-1.09147660895278,2.46420794373812,-8.5586069090704e-06,-0.000342344276336893,6.66133814775094e-16,-4.44089209850063e-16
5e-10,1.91846963926173,3.00994624821451,-1.09147660895278,2.46420794373812,-8.5586069090704e-06,-0.000342344276336895,6.66133814775094e-16,-4.44089209850063e-16
7.5e-10,1.91846963926173,3.00994624821451,-1.09147660895278,2.46420794373812,-8.5586069090704e-06,-0.000342344276336897,6.66133814775094e-16,-4.44089209850063e-16
1e-09,1.91846963926173,3.00994624821451,-1.09147660895278,2.46420794373812,-8.55860690862631e-06,-0.0003423442763369,6.66133814775094e-16,-4.44089209850063e-16
1.25e-09,1.91846963926173,3.00994624821451,-1.09147660895278,2.46420794373812,-8.55860690862631e-06,-0.000342344276336898,6.66133814775094e-16,-4.44089209850063e-16
1.5e-09,1.91846963926173,3.00994624821451,-1.09147660895278,2.46420794373812,-8.5586069090704e-06,-0.000342344276336897,6.66133814775094e-16,-4.44089209850063e-16
1.75e-09,1.91846963926173,3.00994624821451,-1.09147660895278,2.46420794373812,-8.55860690862631e-06,-0.000342344276336899,6.66133814775094e-16,-4.44089209850063e-16
2e-09,1.91846963926173,3.00994624821451,-1.09147660895278,2.46420794373812,-8.55860690862631e-06,-0.0003423442763369,6.66133814775094e-16,-4.44089209850063e-16
2.25e-09,1.91846963926173,3.00994624821451,-1.09147660895278,2.46420794373812,-8.55860690862631e-06,-0.0003423442763369,6.66133814775094e-16,-4.44089209850063e-16
2.5e-09,1.91846963926173,3.00994624821451,-1.09147660895278,2.46420794373812,-8.5586069090704e-06,-0.000342344276336898,6.66133814775094e-16,-4.44089209850063e-16
2.75e-09,1.91846963926173,3.00994624821451,-1.09147660895278,2.46420794373812,-8.5586069090704e-06,-0.000342344276336898,6.66133814775094e-16,-4.44089209850063e-16
